"name","rating","votes","address","phone","link"
"Sanjeevani Career Guidance ..","4.9","
														232														Votes
			","70/33 - A, Bhairav Path , Patel Marg, Mansarovar, Jaipur - 302020","+(91)-9152371139","https://www.justdial.com/Jaipur/Sanjeevani-Career-Guidance-Counselling-Mansarovar/0141PX141-X141-150127234507-C9F8_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Institute Of Financial Stud..","4.7","
														173														Votes
			","C-19, Lotus Villa, Lal Kothi, Jaipur - 302015, Adjoining Indowestern Brain and Spine Hospital","+(91)-9829393505","https://www.justdial.com/Jaipur/Institute-Of-Financial-Studies-Adjoining-Indowestern-Brain-and-Spine-Hospital-Lal-Kothi/0141PX141-X141-130610194506-U8B8_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Eduascent Institute Of Fina..","4.5","
														16														Votes
			","Plot No. 3-A, Janakpuri 1st , Imliwala Phatak, Jyothi Nagar, Jaipur - 302005","+(91)-9152366290","https://www.justdial.com/Jaipur/Eduascent-Institute-Of-Finance-Jyothi-Nagar/0141PX141-X141-140609115308-E6C1_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Abhishru Home Tutors And Ca..","4.9","
														34														Votes
			","F-4,1st Floor 283/5 Vyas Marg, Lane No. 5 Near Panchwati Circle, Raja Park, Jaipur - 302004, Near Bliss Hotel","+(91)-9152928075","https://www.justdial.com/Jaipur/Abhishru-Home-Tutors-And-Career-Consultants-Near-Bliss-Hotel-Raja-Park/0141PX141-X141-190218163734-I7G1_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Parmeshwar Sharma Counselli..","4.0","
														1														Votes
			","F-26, 1st Floor, Gautam Marg, Vaishali Nagar, Jaipur - 302021","+(91)-9152822954","https://www.justdial.com/Jaipur/Parmeshwar-Sharma-Counselling-And-Motivation-Guru-Vaishali-Nagar/0141PX141-X141-180309155858-A6U2_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Groom Institute","4.7","
														175														Votes
			","P N. C-69, Vidhyut Nagar Gandhi Path, Vaishali Nagar, Jaipur - 302021, Behind Bharat Apartment,Opposite Patanjali Mega Store 2nd Right","+(91)-9152278963","https://www.justdial.com/Jaipur/Groom-Institute-Behind-Bharat-Apartment-Opposite-Patanjali-Mega-Store-2nd-Right-Vaishali-Nagar/0141P1425-1425-120727092243-I9K8_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Shiksha Stationers & Prime ..","3.9","
														4														Votes
			","42/89/1, Varun Path, Mansarovar, Jaipur - 302020, Near Mahila Thana","+(91)-9351461991","https://www.justdial.com/Jaipur/Shiksha-Stationers-Prime-Education-Solution-Near-Mahila-Thana-Mansarovar/0141PX141-X141-151028174605-T2E4_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Abacus Softech","3.5","
														2														Votes
			","13 Dukan, Bhora Market, Jhotwara, Jaipur - 302012, Khora Bisal","+(91)-9152804503","https://www.justdial.com/Jaipur/Abacus-Softech-Khora-Bisal-Jhotwara/0141PX141-X141-170324172050-Z5R5_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Guidance & Counselling","3.8","
														4														Votes
			","B1,45B, Navkaar Apartments, Mangal Marg, Bapu Nagar, Jaipur - 302015, Near Easy Day","+(91)-9460727018","https://www.justdial.com/Jaipur/Guidance-Counselling-Near-Easy-Day-Bapu-Nagar/0141PX141-X141-110120160623-A5W1_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Hs Computer Education","4.5","
														45														Votes
			","Basement Of Gurudwara Hida Ki Mori, Ramganj Bazar, Ramganj Bazar, Jaipur - 302003, Near Power House Police Chowki","+(91)-9152517982","https://www.justdial.com/Jaipur/Hs-Computer-Education-Near-Power-House-Police-Chowki-Ramganj-Bazar/0141PX141-X141-140318134803-D4T3_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","4.9","
														896														Votes
			","1st Floor, AC Market,Lane Number 6, Raja Park, Jaipur - 302004","+(91)-9772271081","https://www.justdial.com/Jaipur/Samyak-Computer-Classes-Raja-Park/0141PX141-X141-160813110110-A1P9_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"DA Delight Careers","4.7","
														3														Votes
			","S-25, 2nd Floor, JDA Central Market, Vaishali Nagar, Jaipur - 302021, Near Mini Punjab Restaurant","+(91)-9152289170","https://www.justdial.com/Jaipur/DA-Delight-Careers-Near-Mini-Punjab-Restaurant-Vaishali-Nagar/0141PX141-X141-190312143138-D6R7_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","5.0","
														1475														Votes
			","80/1, First Floor, Kumbha Marg Main Road, Sector-8, Pratap Nagar, Jaipur - 302033, Above Jodhpur Sweets","+(91)-9772271081","https://www.justdial.com/Jaipur/Samyak-Computer-Classes-Above-Jodhpur-Sweets-Pratap-Nagar/0141PX141-X141-140311133118-A1I2_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Brain Mapping","4.5","
														62														Votes
			","84/261,2nd Floor, Madhyam Marg, Mansarovar, Jaipur - 302020, Near Mansarovar Plaza","+(91)-9152361989","https://www.justdial.com/Jaipur/Brain-Mapping-Near-Mansarovar-Plaza-Mansarovar/0141PX141-X141-131203124514-V4F5_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","5.0","
														1191														Votes
			","F11, 1st Floor, Galaxy Star Building, Jaipur Heritage Market,Central Spine, Vidhyadhar Nagar, Jaipur - 302039, Opposite National Handloom Next to Extramarks","+(91)-9772271081","https://www.justdial.com/Jaipur/Samyak-Computer-Classes-Opposite-National-Handloom-Next-to-Extramarks-Vidhyadhar-Nagar/0141PX141-X141-160812184624-Y9N5_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Sd Infotech","4.9","
														18														Votes
			","KK TOWER 2nd Floor BORING CHOURAHA, Kalwar Road, Jhotwara, Jaipur - 302012","+(91)-9152554036","https://www.justdial.com/Jaipur/Sd-Infotech-Jhotwara/0141PX141-X141-170511183051-J1F5_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","5.0","
														332														Votes
			","4/130-C, 1st Floor, Shopping Center, Kiran Path, Madhyam Marg, Mansarovar, Jaipur - 302020, Above Mittal Cloths Centre","+(91)-9772271081","https://www.justdial.com/Jaipur/Samyak-Computer-Classes-Above-Mittal-Cloths-Centre-Mansarovar/0141PX141-X141-190511113253-J3V8_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Creative Professionals","4.6","
														111														Votes
			","CG/S/33,, Tonk Road, Jaipur - 302015, Behind CCD Nehru Place","+(91)-9587805454","https://www.justdial.com/Jaipur/Creative-Professionals-Behind-CCD-Nehru-Place-Tonk-Road/0141PX141-X141-181029185651-T4J3_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","5.0","
														789														Votes
			","C-23-24, 1st Floor, BhagwanDas Road, Sundram Mansion, Swej Farm, Sodala, Jaipur - 302019, Opposite Kotak Bank & Behind Vivek Vihar Metro Station","+(91)-9772271081","https://www.justdial.com/Jaipur/Samyak-Computer-Classes-Opposite-Kotak-Bank-Behind-Vivek-Vihar-Metro-Station-Sodala/0141PX141-X141-180129185052-S6H9_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"D-ONE Level 4","4.3","
														8														Votes
			","KC Complex, Rajat Path, Mansarovar, Jaipur - 302020, New Sanganer Road","+(91)-9152412240","https://www.justdial.com/Jaipur/D-ONE-Level-4-New-Sanganer-Road-Mansarovar/0141PX141-X141-170909204609-Y9M4_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Dr Anamika Papriwal Counsel..","3.8","
														48														Votes
			","5/261,, Sec-5, Malviya Nagar, Jaipur - 302017, Girdhar Marg,NR Samudayik Kendra","+(91)-9152676837","https://www.justdial.com/Jaipur/Dr-Anamika-Papriwal-Counseling-Psychologist-Psychotherapist-Girdhar-Marg-NR-Samudayik-Kendra-Malviya-Nagar/0141PX141-X141-131002143023-W3H3_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Holistic Professionals & HP..","4.2","
														17														Votes
			","J 113, Ashok Chowk, Adarsh Nagar, Jaipur - 302004","+(91)-7665644522","https://www.justdial.com/Jaipur/Holistic-Professionals-HP-National-Adarsh-Nagar/0141PX141-X141-180804133300-D9F3_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"My Shiksha Solutions","4.8","
														231														Votes
			","312,3rd Floor,Okay Plus Square, Madhyam Marg, Mansarovar, Jaipur - 302020","+(91)-9784171719","https://www.justdial.com/Jaipur/My-Shiksha-Solutions-Mansarovar/0141PX141-X141-180525000022-N2J6_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Career Mentors","5.0","
														3														Votes
			","Niwaru Road, Jhotwara, Jaipur - 302012, Opp. St. Anslem","+(91)-141-2469267","https://www.justdial.com/Jaipur/Career-Mentors-Opp-St-Anslem-Jhotwara/0141PX141-X141-161213104531-J9K7_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Bharti Vidhya Niketan Senio..","4.1","
														7														Votes
			","Falodi Mega Highway , Pachar, Kalwad, Jaipur - 303706, Main Bus Stand","+(91)-0141-2581555","https://www.justdial.com/Jaipur/Bharti-Vidhya-Niketan-Senior-Secondary-School-Main-Bus-Stand-Kalwad/0141PX141-X141-180629074636-P5M6_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Nihal Institute","3.5","
														2														Votes
			","Flat No 934 Silver Crown ( VARDHMAN) Gandhi Path West Lallarpura Road, Vaishali Nagar, Jaipur - 302021","+(91)-9460290049","https://www.justdial.com/Jaipur/Nihal-Institute-Vaishali-Nagar/0141PX141-X141-180608190231-Q2L2_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","5.0","
														1191														Votes
			","32-B, Pravasi Nagar Yojna,Scheme No 5,, Murlipura, Jaipur - 302039, Opp Kedia Palace","+(91)-9772271081","https://www.justdial.com/Jaipur/Samyak-Computer-Classes-Opp-Kedia-Palace-Murlipura/0141PX141-X141-160310101518-X4V1_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"ASSI Acme Software Solution..","4.8","
														82														Votes
			","S-5, D-181, Udai Apartments, Bhragu Marg, Bani Park, Jaipur - 302016, Near Polo Victory","+(91)-141-4012015","https://www.justdial.com/Jaipur/ASSI-Acme-Software-Solutions-Institute-Near-Polo-Victory-Bani-Park/0141PX141-X141-121215174518-B1E3_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","5.0","
														1228														Votes
			","62, 2nd Floor, Main Kalwar Road, Jhotwara, Jaipur - 302012, Near Brij Fracture Hospital","+(91)-9772271081","https://www.justdial.com/Jaipur/Samyak-Computer-Classes-Near-Brij-Fracture-Hospital-Jhotwara/0141PX141-X141-150615103026-E9A1_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Soni INDIA Marketing Compan..","4.2","
														47														Votes
			","317 Saffron Complex, Fateganj, Vadodara - 390002, Near Narhari Hospital","+(91)-9328239000","https://www.justdial.com/Vadodara/Soni-INDIA-Marketing-Company-Near-Narhari-Hospital-Fateganj/0265PX265-X265-150813163648-F8W9_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Wesf","5.0","
														6														Votes
			","F-122, Katwaria Sarai, Delhi - 110016, Iit Delhi","+(91)-9152254008","https://www.justdial.com/Delhi/Wesf-Iit-Delhi-Katwaria-Sarai/011PXX11-XX11-190617120015-F6R7_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Edge Academy","4.2","
														382														Votes
			","1-B-24, Mahaveer Nagar Extension, Kota-Rajasthan - 324005, Opposite Agni Shaman Kendra","+(91)-9461155543","https://www.justdial.com/Kota-Rajasthan/Edge-Academy-Opposite-Agni-Shaman-Kendra-Mahaveer-Nagar-Extension/9999PX744-X744-170331115735-F2L2_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Globus Education Group","4.8","
														2														Votes
			","2nd Floor,, Lalpur Chowk, Lalpur, Ranchi - 834001, Opp Kc Roy Memorial Hospital","+(91)-9152844732","https://www.justdial.com/Ranchi/Globus-Education-Group-Opp-Kc-Roy-Memorial-Hospital-Lalpur/0651PX651-X651-190108123525-Q8H7_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Pari Bharwani","4.2","
														5														Votes
			","18/8 Agicha House, R.A.K Marg, Wadala West, Mumbai - 400031, Opp to SBI Bank","+(91)-9152358762","https://www.justdial.com/Mumbai/Pari-Bharwani-Opp-to-SBI-Bank-Wadala-West/022PXX22-XX22-190704153229-Z3X4_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Arihant Group Of College","4.3","
														146														Votes
			","Vill. Shantershah Post. Dollatpur, Oppt. Hotel Sarover Portico Roorkee Haridwar Highway Distt. Haridwar, Haridwar - 249402, Near Cristal World","+(91)-9759385777","https://www.justdial.com/Haridwar/Arihant-Group-Of-College-Near-Cristal-World/9999P1334-1334-181026202127-B6M5_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Indian Hypnosis Institute","4.2","
														110														Votes
			","C Wing 705 B Mannubhai Tower, Sayaji Ganj, Vadodara - 390020, Opposite Art Faculty (M S University)","+(91)-9824876795","https://www.justdial.com/Vadodara/Indian-Hypnosis-Institute-Opposite-Art-Faculty-(M-S-University)-Sayaji-Ganj/0265PX265-X265-150318084659-V2P9_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Business Infotech","4.0","
														796														Votes
			","Plot No 32, 1st Floor, Zone 1, M P Nagar, Bhopal - 462011, Behind Batra Hospital","+(91)-9713088788","https://www.justdial.com/Bhopal/Business-Infotech-Behind-Batra-Hospital-M-P-Nagar/0755PX755-X755-150814140818-S4R8_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"IMS Learning Resources Pvt ..","4.7","
														118														Votes
			","514, 4th Floor, Apex Mall, Lal Kothi, Jaipur - 302015, Near Kaislashb Tower","+(91)-0141-4040522","https://www.justdial.com/Jaipur/IMS-Learning-Resources-Pvt-Ltd-Near-Kaislashb-Tower-Lal-Kothi/0141PX141-X141-140404154650-F7P5_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Admission Valley","4.6","
														57														Votes
			","G4, Lower Ground Floor, GV Mall, Boring Road Chauraha, Boring Road, Patna - 800001, Opposite Sahara Building","+(91)-9152370307","https://www.justdial.com/Patna/Admission-Valley-Opposite-Sahara-Building-Boring-Road/0612PX612-X612-180208222206-N5V5_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"My Shiksha Solutions","4.8","
														231														Votes
			","312,Third Floor, Okey Plus Square, Madhyam Marg, Mansarovar, Jaipur - 302020, Near Mansarovar Plaza","+(91)-9784171719","https://www.justdial.com/Jaipur/My-Shiksha-Solutions-Near-Mansarovar-Plaza-Mansarovar/0141PX141-X141-180829111324-D4A4_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Marg Consulting Services Pv..","5.0","
														1														Votes
			","UG-30, First Floor, Crown Plaza, Near Amrapali Circle, Vaishali Nagar, Jaipur - 302021","+(91)-9152247429","https://www.justdial.com/Jaipur/Marg-Consulting-Services-Pvt-Ltd-Vaishali-Nagar/0141PX141-X141-190909132141-H1W3_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Shri Education","5.0","
														4														Votes
			","2nd Floor Gurukripa Complex, Pratap Nagar, Pratap Nagar, Jaipur - 302033, Near Pinjra Pol Gaushala","+(91)-9152920042","https://www.justdial.com/Jaipur/Shri-Education-Near-Pinjra-Pol-Gaushala-Pratap-Nagar/0141PX141-X141-181030100807-T7N2_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Astro Agam","4.9","
														135														Votes
			","Flat No. 1008 ,Sky B Building,RSG The Universe ,Near Girja Vyas Petrol Pump Saveena, Hiran Magri, Udaipur-Rajasthan - 313002","+(91)-8107911911","https://www.justdial.com/Udaipur-Rajasthan/Astro-Agam-Hiran-Magri/9999PX294-X294-190408134457-N9D7_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Orissa Doot Consultancy Ser..","4.1","
														247														Votes
			","Plot No 733, Sahid Nagar, Bhubaneshwar - 751007, Near Maharsee College Road","+(91)-9152201551","https://www.justdial.com/Bhubaneshwar/Orissa-Doot-Consultancy-Service-Near-Maharsee-College-Road-Sahid-Nagar/0674PX674-X674-101111162915-E8G7_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Indian Career Consultants","4.3","
														198														Votes
			","20-21, 3rd Floor, L.B.S Market, Bhilwara Ho, Bhilwara - 311001, Near Gol Pyau Choraha","+(91)-9314282444","https://www.justdial.com/Bhilwara/Indian-Career-Consultants-Near-Gol-Pyau-Choraha-Bhilwara-Ho/9999P1482-1482-140930124424-Y6X8_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Swami Vivekananda Universit..","4.4","
														70														Votes
			","Patel Market, Jabalpur Road, Sagar City, Sagar - 470002, Near Makroniya","+(91)-9152251822","https://www.justdial.com/Sagar/Swami-Vivekananda-University-And-Svn-Medical-Hospital-And-Research-Center-Near-Makroniya-Sagar-City/9999P7582-7582-141116204609-T6Y2_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Nakshatra Niketan","4.3","
														12														Votes
			","Shop No.102, Rajiv Gandhi Civik Centre, New Road Lokendra Talkies Circle, Ratlam HO, Ratlam - 457001, New Road","+(91)-9152473055","https://www.justdial.com/Ratlam/Nakshatra-Niketan-New-Road-Ratlam-HO/9999P7412-7412-131211211521-Q9Q3_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Swami Vivekanand University","4.2","
														725														Votes
			","City Office 10, University- Narsinghpur Road, Civil Line, Makronia, Sagar - 470004, Sironja","+(91)-9152560979","https://www.justdial.com/Sagar/Swami-Vivekanand-University-Sironja-Makronia/9999P7582-7582-140813154606-F8K8_BZDET?xid=SmFpcHVyIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
